"Volume","VolumeMissing"
80981700,80981700
56138700,56138700
77164100,77164100
75603600,75603600
124099900,124099900
62225500,62225500
65547200,65547200
73715200,73715200
66986800,66986800
78159700,78159700
53034800,53034800
66660600,66660600
80049300,80049300
67466600,67466600
72379700,72379700
69668600,69668600
67373400,67373400
53798700,53798700
48236100,48236100
51872200,51872200
71530200,71530200
59424400,59424400
48072200,48072200
55507200,55507200
43778700,43778700
45300800,45300800
41385700,41385700
39684800,39684800
55225500,55225500
63451700,63451700
72043600,72043600
66927100,66927100
60084300,60084300
93477400,93477400
109029400,109029400
57733400,57733400
68281200,68281200
47810500,47810500
56298500,56298500
61977900,61977900
51298500,51298500
47604400,47604400
47695200,47695200
40664300,40664300
56505700,56505700
71506000,71506000
59077200,59077200
38631100,38631100
46003800,46003800
54228300,54228300
50106000,50106000
40044600,40044600
34425100,34425100
39476600,39476600
59397400,59397400
77447300,77447300
59985800,59985800
61246100,61246100
73929600,73929600
64445700,64445700
41170000,41170000
59073500,59073500
52821500,52821500
50288400,50288400
54937400,54937400
55484500,55484500
50569500,50569500
65482900,65482900
57510100,57510100
51960800,51960800
69864000,69864000
57224700,57224700
56570700,56570700
59797500,59797500
60253600,60253600
43003400,43003400
44772000,44772000
43990500,43990500
41535000,41535000
48519900,48519900
71018300,71018300
46279200,46279200
46126600,46126600
54778100,54778100
56482100,56482100
60068800,60068800
50166900,50166900
66857400,66857400
47772900,47772900
41363800,41363800
47325800,47325800
58443500,58443500
68343100,68343100
93629500,93629500
74358200,74358200
49072300,49072300
100047200,100047200
87306000,87306000
94030200,94030200
54733400,54733400
48686600,48686600
74321500,74321500
56708400,56708400
61416300,61416300
40234600,40234600
49863200,49863200
47493600,47493600
52616100,52616100
65269400,65269400
42123200,42123200
41598200,41598200
54578500,54578500
49927000,49927000
113395100,113395100
69455500,69455500
51679900,51679900
51900400,51900400
46340500,46340500
50431900,50431900
43120100,43120100
45839600,45839600
66159500,66159500
54152400,54152400
54971900,54971900
45352600,45352600
42328200,NA
39519900,39519900
39153600,39153600
30305300,30305300
53554000,53554000
44071100,44071100
73837200,73837200
87863800,87863800
67373000,67373000
63278600,63278600
71239500,71239500
66190200,66190200
85607000,85607000
61077400,61077400
75521100,75521100
103752800,103752800
93136100,93136100
126532800,126532800
107675000,107675000
48899300,48899300
64671800,64671800
67876800,67876800
69705600,69705600
68353700,68353700
93067800,93067800
84089900,84089900
74450600,74450600
80680400,80680400
83407600,83407600
111110100,111110100
90115400,90115400
124271200,124271200
106013200,106013200
166831600,166831600
99262800,99262800
124442300,124442300
141131200,141131200
120891700,120891700
93872200,93872200
74062300,NA
78715200,78715200
78516000,78516000
85195700,85195700
96012400,96012400
80541800,80541800
102361500,102361500
99351500,99351500
134857200,134857200
94902700,94902700
54065800,54065800
71411200,71411200
68927600,68927600
108708400,108708400
73428200,73428200
52853700,52853700
84853800,84853800
72675400,72675400
143460400,143460400
74873700,74873700
60210900,60210900
96916400,96916400
73707700,73707700
114060100,114060100
104114400,104114400
98132700,98132700
84213900,84213900
71468300,71468300
26023500,26023500
60830800,60830800
63839000,63839000
77247200,77247200
78387100,78387100
85179900,85179900
78042400,78042400
88120000,88120000
74889000,74889000
73846300,73846300
69873000,69873000
60647200,60647200
100659300,100659300
66997400,66997400
74156300,74156300
72433900,72433900
42388700,NA
33805400,33805400
11410800,11410800
14813900,14813900
31939500,31939500
37105200,37105200
34063800,34063800
52208200,52208200
57320400,57320400
61631400,61631400
131389200,131389200
63101600,63101600
45551100,45551100
54082500,54082500
65565100,65565100
69549600,69549600
73153900,73153900
83985300,83985300
71563900,71563900
56622000,56622000
72704000,72704000
63162200,63162200
49562500,49562500
45615800,NA
57065400,57065400
51354500,51354500
47000100,47000100
69886500,69886500
56695700,56695700
77692400,77692400
61024500,61024500
62677300,62677300
64735500,64735500
94001200,94001200
57378700,57378700
76366300,76366300
55953700,55953700
60690300,60690300
51305600,51305600
56175100,56175100
73617900,73617900
88416500,88416500
74644300,74644300
108225000,108225000
69012700,69012700
69764500,69764500
64495900,64495900
76602000,76602000
84412100,84412100
76644500,76644500
79191400,79191400
87044700,87044700
92478000,92478000
82085400,82085400
84846000,NA
66631100,66631100
72651200,72651200
64928700,64928700
91361600,91361600
66560800,66560800
84639100,84639100
64167500,64167500
59468600,59468600
94510300,94510300
77554300,77554300
45694300,NA
55433000,55433000
62044500,62044500
75052800,75052800
77688000,77688000
51137100,51137100
47650800,47650800
52741800,52741800
68332300,68332300
58560100,58560100
45423200,45423200
92083600,92083600
152727500,152727500
68775100,68775100
67299700,67299700
66489000,66489000
85204200,85204200
95293600,95293600
74517400,74517400
67621900,67621900
64601800,64601800
55510200,55510200
60855600,60855600
77775200,77775200
50861600,50861600
88096300,88096300
67894300,67894300
66328400,66328400
90338200,90338200
94098000,94098000
69490100,69490100
73714000,73714000
75872500,75872500
71224300,71224300
61813300,61813300
44691600,44691600
59048200,59048200
60337700,60337700
59548500,59548500
44344900,44344900
64342900,64342900
60488000,60488000
59109200,59109200
77293300,77293300
75465600,75465600
58397000,58397000
49799000,49799000
49080500,49080500
62834200,62834200
44070000,44070000
64051300,64051300
48782300,48782300
53221200,53221200
47621900,47621900
60420500,60420500
54084700,54084700
59351300,59351300
57990500,57990500
71511000,71511000
70833600,70833600
70659600,70659600
53321600,53321600
55503100,55503100
70252000,70252000
59308200,59308200
67489500,67489500
92515000,92515000
54945500,54945500
47324300,47324300
69194600,69194600
80897100,80897100
65658200,65658200
51148600,51148600
61791800,61791800
95548700,95548700
186137900,186137900
90052900,90052900
84212400,84212400
77865900,77865900
63780400,63780400
141096200,141096200
151443300,151443300
51683400,51683400
42326100,42326100
60037100,60037100
50331700,50331700
60640900,60640900
47557600,47557600
44330800,44330800
46880800,46880800
60035000,60035000
66862100,66862100
59429500,59429500
46899600,46899600
32772600,32772600
52940100,52940100
44091800,44091800
43590800,43590800
48360500,48360500
42482600,42482600
48165500,48165500
44858000,44858000
55163300,55163300
38709600,38709600
62060100,62060100
61587600,61587600
51412600,51412600
105102800,105102800
53486200,53486200
74478300,74478300
41572500,41572500
47507500,47507500
47277800,47277800
45582000,45582000
48804700,48804700
49461000,49461000
59413200,59413200
52416900,52416900
48283500,48283500
49554100,49554100
64594100,64594100
53493800,53493800
36161000,36161000
38173500,38173500
72090600,72090600
52362100,52362100
39476400,39476400
37809400,37809400
42035200,42035200
64725300,64725300
70648800,70648800
58171800,58171800
56630400,56630400
74185400,74185400
49526400,49526400
74199400,74199400
55944900,55944900
65087300,65087300
116652700,116652700
164972400,164972400
80532900,80532900
75760800,75760800
68147600,68147600
67829000,67829000
88171800,88171800
66659000,66659000
82639200,82639200
63005700,63005700
68171500,68171500
87595200,87595200
77273500,77273500
92276300,92276300
63613700,63613700
101618400,101618400
85837100,85837100
66146600,66146600
44158900,44158900
51383100,51383100
59517800,59517800
61333700,61333700
77009600,77009600
43957400,43957400
64782200,64782200
37596600,37596600
43215700,43215700
108665100,108665100
49130500,49130500
42994500,42994500
52428500,52428500
46706900,46706900
35747700,35747700
48593600,48593600
47225800,47225800
35774000,35774000
49758300,49758300
86311300,86311300
47082900,47082900
63988900,63988900
53660100,NA
43211800,43211800
39141600,39141600
35705000,35705000
43142500,43142500
96648500,96648500
52267400,52267400
98974800,98974800
56874600,56874600
36092900,36092900
30573800,30573800
12189200,12189200
27397000,27397000
29331800,29331800
26273600,26273600
26429200,26429200
47800900,47800900
52357700,52357700
40037400,40037400
54041500,NA
48234700,48234700
51086400,51086400
69958400,69958400
71446700,71446700
150821600,150821600
198078600,198078600
82573500,82573500
65670100,65670100
73633300,73633300
116302400,116302400
73785600,73785600
65298900,65298900
74926200,74926200
76974600,76974600
96053900,96053900
50338300,50338300
63332500,63332500
45582300,45582300
90931100,90931100
88711700,88711700
62563200,62563200
69454100,69454100
56250600,56250600
58837300,58837300
91108900,91108900
69083400,69083400
47296700,47296700
42613600,42613600
40760000,NA
38730600,38730600
62245300,62245300
51070100,51070100
48789400,NA
47795300,47795300
51203300,51203300
59399000,59399000
49909900,49909900
62750100,62750100
45879700,45879700
35742100,35742100
83168700,83168700
58435600,58435600
53778700,53778700
39584500,39584500
34378000,34378000
123060900,123060900
77805900,77805900
54458500,54458500
77998500,77998500
47405700,47405700
64740900,64740900
54729000,54729000
52428700,52428700
45700500,45700500
34467900,34467900
37886300,37886300
45983800,45983800
45491000,45491000
34942900,34942900
47056500,47056500
62539800,62539800
40824500,40824500
45528700,45528700
49353000,49353000
122395600,122395600
159980600,159980600
110819600,110819600
102974900,102974900
71310800,71310800
65991400,65991400
73899300,73899300
73666100,73666100
56963700,56963700
57727600,57727600
78937600,78937600
109052100,109052100
59059400,59059400
81864000,81864000
55449900,55449900
90704300,90704300
96854100,96854100
160695900,160695900
139360500,139360500
112607400,112607400
102689700,102689700
83343400,83343400
62099000,62099000
83526200,83526200
64550400,64550400
76636100,76636100
89530600,89530600
106551000,106551000
111769100,111769100
56436100,56436100
96151400,96151400
85666800,85666800
83236800,83236800
72712600,72712600
57164500,57164500
61537200,61537200
54614400,54614400
67919400,67919400
65435200,65435200
91377800,91377800
58981200,58981200
57168300,57168300
49491800,49491800
68877500,68877500
62082000,62082000
43764600,43764600
37270900,37270900
64872600,64872600
48844300,48844300
58831100,58831100
61352400,61352400
62003900,62003900
94683200,94683200
54468400,54468400
79050800,79050800
64294700,64294700
88020000,88020000
58093400,58093400
60697600,60697600
72806800,72806800
65407600,65407600
52843800,52843800
56587900,56587900
103191800,103191800
199002600,199002600
118558200,118558200
80451500,80451500
63430400,63430400
72666400,72666400
71775300,71775300
74465500,74465500
62115500,62115500
50929500,50929500
53975800,53975800
51673900,51673900
83811400,83811400
67395900,67395900
50316200,NA
60929200,60929200
85639700,85639700
44475000,44475000
50833800,50833800
46082800,46082800
136352400,136352400
99079200,99079200
86580600,86580600
57384800,57384800
48721100,48721100
60836400,60836400
58982400,58982400
159900400,159900400
95174400,95174400
71954400,71954400
75107400,75107400
63350600,63350600
69586000,69586000
135184300,135184300
73718900,73718900
111601400,111601400
73611500,73611500
53192100,53192100
59143200,59143200
58636500,58636500
101747000,101747000
65019600,65019600
68814700,68814700
73870900,73870900
64479500,64479500
56107300,56107300
69165800,69165800
70436600,70436600
44935100,44935100
69131400,69131400
61569400,61569400
51954700,51954700
55749300,55749300
51071000,51071000
61019600,61019600
62484300,62484300
75382200,75382200
41275000,41275000
67082000,67082000
61004600,61004600
54990000,54990000
51794600,51794600
46528700,46528700
52722400,52722400
94743400,94743400
173827300,173827300
59255900,59255900
64052800,64052800
54985100,54985100
85409800,85409800
84884600,84884600
74287500,74287500
50129800,50129800
45769400,45769400
56344600,56344600
48151900,48151900
71144000,71144000
60774400,60774400
51593700,51593700
60959100,60959100
53044600,53044600
66048200,66048200
55960500,55960500
53006900,53006900
46639500,46639500
48072100,48072100
69682800,69682800
100662400,100662400
50076900,50076900
62890100,62890100
44262100,44262100
68847000,68847000
49134200,49134200
40328600,40328600
44856200,44856200
42449700,42449700
19147500,19147500
46887900,46887900
52406500,52406500
52939300,52939300
48095800,48095800
43907400,43907400
31861200,31861200
46991400,46991400
68959600,68959600
79874700,79874700
52407700,52407700
78296300,78296300
41699300,41699300
42701400,42701400
35224900,35224900
57138100,57138100
34211900,34211900
34102300,34102300
49206900,49206900
27960800,27960800
18604300,18604300
21169600,21169600
20848400,20848400
18876000,18876000
15743700,15743700
58223800,58223800
75206200,75206200
61810500,NA
116669000,116669000
74806100,74806100
51449700,51449700
64452600,64452600
53380600,53380600
104066300,104066300
154888800,154888800
55272100,55272100
43339000,43339000
56170800,56170800
63697600,63697600
82375700,82375700
72327200,72327200
57196100,57196100
58069200,58069200
55193100,55193100
90844300,90844300
60971000,60971000
46928100,46928100
39846000,39846000
39353500,39353500
43643100,43643100
48215100,48215100
44601400,44601400
56661800,56661800
43716600,43716600
45134600,45134600
50640200,50640200
55214100,55214100
50185500,50185500
55060500,55060500
64515600,64515600
83648300,83648300
54496400,54496400
53475700,53475700
66390100,66390100
57987400,57987400
52192300,52192300
50504000,50504000
64664800,64664800
57520200,57520200
57165700,NA
60415900,60415900
69121300,69121300
45640700,45640700
48954200,48954200
80464000,80464000
84812700,84812700
59048300,59048300
74001300,74001300
43392300,43392300
45962800,45962800
37924600,37924600
49378300,49378300
52478400,52478400
37109400,37109400
59545200,59545200
54565700,54565700
87528000,87528000
82621500,82621500
69372800,69372800
62605700,NA
56267400,56267400
51606400,51606400
46474900,46474900
43166300,43166300
52110300,52110300
38977500,38977500
52706900,52706900
44283000,44283000
46481400,46481400
81426500,81426500
174554500,174554500
77640100,77640100
81676700,81676700
105300000,105300000
68452900,NA
5.5e+07,5.5e+07
156189000,156189000
71970500,NA
110500000,110500000
137107200,137107200
94292200,94292200
100005900,100005900
73296400,73296400
66314300,66314300
85800000,85800000
66300000,66300000
53099500,53099500
74471600,74471600
86074100,86074100
65592900,65592900
98367500,98367500
63124700,63124700
64900000,64900000
51736300,51736300
49375900,49375900
44432200,44432200
67162300,67162300
59575300,59575300
56011400,56011400
53445700,53445700
53937700,53937700
49667100,49667100
60300000,60300000
49513200,49513200
36986100,36986100
53233300,53233300
43550000,43550000
51995000,51995000
48556700,48556700
53634800,53634800
96504000,96504000
37358400,37358400
55384300,55384300
37679600,37679600
54189000,54189000
124407700,124407700
45183400,45183400
36515100,36515100
31660400,31660400
53930200,53930200
35837100,35837100
33358200,33358200
43269800,43269800
53107000,53107000
35838800,35838800
34663100,34663100
51048100,51048100
43265500,43265500
47571900,47571900
49959400,49959400
45195400,45195400
55706900,55706900
57158800,57158800
80125400,80125400
45085500,45085500
40716100,40716100
45573600,45573600
59198500,59198500
36736700,36736700
51897500,51897500
51674300,51674300
56976600,56976600
65640300,65640300
86743900,86743900
101800300,101800300
137491600,137491600
116628500,116628500
95403800,95403800
75327100,75327100
54183200,54183200
46288900,46288900
44763700,44763700
51304900,51304900
92196400,92196400
79157400,79157400
48904000,48904000
54210800,54210800
53521400,53521400
51597200,51597200
53819400,53819400
40646100,40646100
39098800,39098800
55288500,55288500
40781200,40781200
42807600,42807600
44255600,44255600
46090100,46090100
42985100,42985100
61406600,61406600
53318000,53318000
60222400,60222400
58352700,58352700
53239300,53239300
90738900,90738900
57738000,57738000
71495200,71495200
66811700,66811700
94232800,94232800
74135600,74135600
64847800,64847800
88219700,88219700
74789100,74789100
85510500,85510500
64453700,64453700
95768300,95768300
77896900,77896900
70932100,70932100
58483000,58483000
58425800,58425800
40172800,40172800
50604700,50604700
59913300,59913300
51288900,51288900
44894100,44894100
47936100,47936100
85272200,85272200
139956200,139956200
88682000,88682000
123273100,123273100
138273600,138273600
60939200,60939200
58249900,58249900
84559200,84559200
44897400,44897400
43121800,43121800
68002400,68002400
56626000,56626000
58297700,58297700
46476000,46476000
51137900,51137900
55961900,55961900
56872200,56872200
45508700,45508700
43867200,43867200
49418100,49418100
77391300,77391300
74241700,74241700
62125300,62125300
45683600,45683600
58579300,58579300
48479200,48479200
52698400,52698400
28346900,28346900
39753000,39753000
44191100,44191100
73450200,73450200
51820400,51820400
41486500,41486500
42526800,42526800
49516000,49516000
54791500,54791500
58000600,58000600
44071500,44071500
94831300,94831300
78519000,78519000
56395100,56395100
38692600,38692600
94567200,94567200
42243000,42243000
46309500,46309500
45222100,45222100
32002200,32002200
24832700,24832700
24136000,24136000
23703400,23703400
22319300,22319300
21710100,21710100
44845600,44845600
47504000,47504000
49490600,49490600
36343500,36343500
47478600,47478600
41060900,41060900
57170000,57170000
44420500,44420500
63313400,63313400
60438600,60438600
62687000,62687000
64946300,64946300
101272500,101272500
69663500,69663500
56220400,56220400
54757900,54757900
61678200,61678200
50587400,NA
60694100,60694100
45325300,45325300
46330600,46330600
34780300,34780300
42191600,42191600
36772600,36772600
33101300,33101300
37072100,37072100
35754200,35754200
33616000,33616000
24723000,24723000
25409300,NA
35832700,35832700
42450700,42450700
74254100,74254100
34911800,34911800
51973800,51973800
33800100,33800100
39309500,39309500
46022400,46022400
32820500,32820500
41856200,41856200
39413000,39413000
29632800,29632800
32332200,32332200
37196700,37196700
32720900,32720900
37261600,37261600
29396700,29396700
24006900,24006900
33796800,33796800
46835700,46835700
34191900,34191900
54672100,54672100
26937200,26937200
22684900,22684900
22212900,22212900
23395100,23395100
24899500,24899500
32799700,32799700
24365100,24365100
35152000,35152000
39616000,NA
43024400,43024400
28853500,28853500
34152500,34152500
30845100,30845100
22033800,22033800
22965500,22965500
36272100,36272100
26668200,26668200
37053200,37053200
34480900,34480900
37480000,37480000
61288000,61288000
72249100,72249100
43035900,43035900
38058500,38058500
37791200,37791200
35010600,35010600
40854600,NA
46644900,46644900
33310200,33310200
28810500,28810500
43316200,43316200
40434700,40434700
41219000,41219000
34573600,34573600
37385900,37385900
53087400,53087400
40599300,40599300
36239000,36239000
34937400,34937400
39447300,39447300
35712100,35712100
44629300,44629300
31503200,31503200
43444900,43444900
41389400,41389400
46037700,46037700
61969600,61969600
37129200,37129200
19122200,19122200
35052800,35052800
33089800,33089800
42240200,42240200
40246400,40246400
39903700,39903700
29491300,29491300
33553600,33553600
29534200,29534200
26750500,26750500
28041300,28041300
29132000,29132000
30496500,30496500
38301200,38301200
51838900,51838900
30432300,30432300
30060200,30060200
28164900,28164900
47571100,47571100
100360700,100360700
41787800,41787800
34935400,34935400
23642100,23642100
40166600,40166600
35082300,35082300
21739700,21739700
12515500,12515500
20324500,20324500
32515300,32515300
27910200,27910200
47231600,47231600
34809100,34809100
53147600,53147600
35972100,35972100
36984500,36984500
63631500,63631500
67503500,67503500
36555800,36555800
48844000,48844000
36378200,36378200
33637600,33637600
34407600,34407600
37808200,37808200
33344000,33344000
25878100,25878100
26616900,26616900
29207700,29207700
34309900,34309900
30692600,30692600
24613200,24613200
27077800,27077800
27034400,27034400
26465300,26465300
24930300,24930300
23619700,23619700
27470400,NA
26081000,26081000
25699700,25699700
30376900,30376900
25600800,25600800
31661300,31661300
33619400,33619400
51397600,51397600
45187500,45187500
34424700,34424700
33119500,33119500
60462600,60462600
37182200,37182200
43447800,43447800
40688000,40688000
38595800,38595800
40187600,40187600
86282100,86282100
80584600,80584600
54237700,54237700
44862700,44862700
52998300,52998300
47983700,47983700
36169000,36169000
41948200,41948200
39459800,39459800
33083000,33083000
56246600,56246600
48846500,48846500
49535100,49535100
49734700,49734700
43872200,43872200
47920800,47920800
55261300,55261300
36381100,36381100
49772700,49772700
52980100,52980100
38344600,38344600
29698200,29698200
66317400,66317400
47188900,47188900
36817700,36817700
46274000,46274000
49513800,49513800
80707000,80707000
99053800,99053800
42921800,42921800
55622300,NA
36500300,36500300
47194400,47194400
33237800,33237800
79226400,79226400
92415400,92415400
40612800,40612800
50359300,50359300
51737600,51737600
48797400,48797400
49860500,49860500
70960100,70960100
38090000,38090000
35017900,35017900
27267000,27267000
56379200,56379200
58961300,58961300
45733800,45733800
50855500,50855500
69433800,69433800
85743300,85743300
95636000,95636000
51711900,51711900
67047900,67047900
44893200,44893200
43226300,43226300
64926300,64926300
51427800,51427800
50637000,50637000
57942400,57942400
45847000,45847000
46291200,46291200
41701200,41701200
27273200,27273200
51036500,51036500
48354700,48354700
41607600,41607600
34149500,34149500
34959900,34959900
41601200,41601200
52804600,52804600
34005500,34005500
61993100,61993100
14193100,14193100
22488700,22488700
31704300,31704300
25906900,25906900
41139500,41139500
47623000,47623000
41054100,41054100
30142500,30142500
36352100,36352100
48672000,48672000
34290000,34290000
44621600,44621600
44944700,44944700
35724500,35724500
33990300,33990300
36763700,36763700
101020600,101020600
143760400,143760400
51127400,51127400
42432300,42432300
58396800,58396800
107632800,107632800
105398300,105398300
105703100,105703100
34151300,34151300
36534100,36534100
31867100,31867100
38345600,38345600
30076500,30076500
32361000,32361000
41015200,41015200
28150100,28150100
18897200,18897200
28391400,28391400
21267200,21267200
35262200,35262200
33809100,33809100
31061600,31061600
46119800,46119800
60754500,60754500
34534800,NA
41525600,41525600
67247100,67247100
46966600,46966600
34808000,34808000
45695700,45695700
47545800,47545800
38796400,38796400
37188900,37188900
42380000,42380000
44990500,44990500
42148200,42148200
28617300,28617300
24617400,24617400
28836500,28836500
52949600,52949600
35154400,35154400
42546000,42546000
29919000,29919000
32607200,32607200
30803200,30803200
32740700,32740700
39548500,39548500
45370900,45370900
33336700,33336700
33718100,33718100
28166700,28166700
36620800,36620800
28702500,28702500
36721600,36721600
34213000,34213000
61518700,61518700
67102900,67102900
59295600,59295600
34028000,34028000
38459200,38459200
64767000,64767000
79461200,79461200
76237300,76237300
49101000,49101000
52817000,NA
62494100,62494100
54282000,54282000
109178000,109178000
101377300,101377300
102141600,102141600
41468900,41468900
38373800,38373800
33486300,33486300
30085800,30085800
31009100,NA
38605600,38605600
24900600,24900600
31333900,31333900
22554800,22554800
28535200,28535200
36694400,36694400
33568900,33568900
29812900,29812900
36277400,36277400
31324400,31324400
37917900,37917900
49686400,49686400
38132900,38132900
30861700,30861700
31153700,31153700
31653900,31653900
26299900,26299900
47793200,47793200
76493500,76493500
68515500,68515500
53335200,53335200
40020000,40020000
35539400,35539400
29780800,29780800
27077800,27077800
24535200,24535200
27707000,27707000
24762700,24762700
42643200,42643200
36674300,36674300
28843900,28843900
63565700,63565700
67754000,67754000
49145200,49145200
34571300,34571300
33645000,33645000
25564500,25564500
80413900,80413900
29698200,29698200
28290100,28290100
18167200,18167200
17830400,17830400
68826600,68826600
34739800,34739800
50037500,50037500
41313800,41313800
34561900,NA
25650100,25650100
34496100,34496100
44084200,44084200
77863900,77863900
45866700,45866700
35890900,35890900
28521400,28521400
33432700,33432700
114558100,114558100
110474500,110474500
85543100,85543100
28855200,28855200
27679200,27679200
37832700,37832700
36242100,36242100
20869000,20869000
28843300,28843300
23350900,23350900
34792500,34792500
25145400,25145400
23520400,23520400
26099200,26099200
23202500,23202500
40451200,40451200
30079000,30079000
43412200,43412200
32084300,32084300
32403300,32403300
17380600,17380600
23088700,23088700
22267800,22267800
37638500,37638500
28090000,28090000
28303500,28303500
33896300,33896300
26427300,26427300
37941800,37941800
22552800,22552800
27606600,27606600
27770600,27770600
31705400,31705400
45815300,45815300
29517900,29517900
61134800,61134800
30088500,30088500
37540700,37540700
31975400,31975400
28261400,NA
47069000,47069000
22437100,22437100
24410100,24410100
19879900,19879900
32003300,32003300
28924100,28924100
32489600,32489600
25888800,25888800
23205400,23205400
34888500,34888500
22550000,22550000
21321300,21321300
36111200,36111200
40435400,40435400
39189400,39189400
24550600,24550600
27176700,27176700
42957700,42957700
47723400,47723400
28694900,28694900
29579100,29579100
35297600,35297600
29010800,29010800
31651100,31651100
47590200,47590200
59634700,59634700
65581600,65581600
29961700,29961700
24091800,24091800
30901400,30901400
28302100,28302100
26639800,26639800
22849900,22849900
25525700,25525700
25631100,25631100
31502900,31502900
19236500,19236500
37813500,37813500
22990300,22990300
20198900,20198900
22866500,22866500
24712500,24712500
24870200,24870200
20288600,20288600
44050600,44050600
77908100,77908100
43389300,43389300
30600800,30600800
28419200,28419200
13802900,13802900
25685300,25685300
35066400,35066400
43501500,43501500
45399100,45399100
53871400,53871400
29614700,29614700
18203700,18203700
24682400,24682400
21917800,21917800
20631200,20631200
25061100,25061100
28158500,28158500
42680500,42680500
31880600,31880600
55380100,55380100
28120800,28120800
12157900,12157900
16957000,16957000
12970600,12970600
19787200,19787200
22808100,22808100
31833300,31833300
27796700,27796700
28682300,28682300
19665100,19665100
29680500,29680500
20878000,20878000
30588800,30588800
40274500,40274500
74142900,74142900
58277700,58277700
48960800,48960800
111758900,111758900
42286400,42286400
48749900,48749900
40241000,40241000
34838700,34838700
32564900,32564900
32453800,32453800
27145700,27145700
24610100,24610100
28623300,28623300
52868200,52868200
50816300,50816300
32476200,32476200
28008400,28008400
30808400,30808400
24571300,24571300
17911700,17911700
25874100,25874100
22922000,22922000
20539700,20539700
17738100,17738100
25686000,25686000
20193800,20193800
30579800,30579800
24145500,24145500
21539100,21539100
19820200,19820200
20863900,20863900
23482700,NA
25728500,25728500
23661200,23661200
21036200,21036200
22371700,22371700
25373400,25373400
24908100,24908100
26656800,26656800
21244800,21244800
26243300,26243300
21807200,21807200
18525800,18525800
26344000,26344000
34229400,34229400
37009100,37009100
56861900,56861900
36950600,36950600
32317400,32317400
26442800,26442800
27201100,27201100
22884500,22884500
29336300,29336300
23778700,23778700
22464700,22464700
38581300,38581300
47918000,47918000
49813500,49813500
56699500,56699500
34481800,34481800
40478200,40478200
36121100,36121100
26957900,26957900
45074400,45074400
59033600,59033600
38108500,38108500
20398600,20398600
29601600,29601600
25574300,25574300
25432800,25432800
33614400,33614400
33472800,33472800
22146000,22146000
25863900,25863900
19755200,19755200
24235200,24235200
20738900,20738900
21818000,21818000
24692800,24692800
24166900,24166900
20324400,20324400
20607800,20607800
20525000,20525000
17811900,17811900
31752700,31752700
30017200,30017200
22679600,22679600
22292600,22292600
18721300,18721300
15926500,15926500
17172200,17172200
27271900,27271900
27150100,27150100
20638900,20638900
43641000,43641000
20264900,20264900
33256300,33256300
21612500,21612500
26546200,26546200
34795600,34795600
39933000,39933000
34256900,34256900
27747700,27747700
31211400,31211400
122194300,122194300
36407800,36407800
28440600,28440600
34412300,34412300
27166600,27166600
39826400,39826400
26528900,26528900
53397600,53397600
44293300,44293300
26722300,26722300
30776300,30776300
21558400,21558400
28240000,28240000
16831200,16831200
20437600,20437600
22233400,22233400
37608700,37608700
28302400,28302400
32455100,32455100
20045000,20045000
24244600,24244600
61006100,61006100
135834600,135834600
70591100,70591100
46528800,46528800
32097200,32097200
42915100,42915100
26077000,26077000
33180400,33180400
31614000,31614000
30972200,30972200
26141700,26141700
32782800,32782800
35431200,35431200
33472400,33472400
27250100,27250100
49845100,49845100
27923900,27923900
27820100,27820100
35484000,NA
27718600,27718600
24805600,24805600
36291000,36291000
25458000,NA
28577600,28577600
27232200,27232200
29281900,29281900
27140300,27140300
37164900,37164900
21196700,21196700
18614500,18614500
19664700,19664700
17168900,17168900
18908900,18908900
32302800,32302800
32094800,32094800
26668800,26668800
27632400,27632400
20841900,20841900
24859600,24859600
22333100,22333100
19964200,19964200
21949000,21949000
26732600,26732600
22438000,22438000
20875700,20875700
26278900,26278900
23809600,23809600
46851900,46851900
25447700,25447700
25690700,25690700
18829000,18829000
34639700,34639700
25882300,25882300
29003100,29003100
35274600,35274600
35086600,35086600
32910800,32910800
25834600,25834600
24321100,24321100
25972100,25972100
34960600,34960600
28185700,28185700
80917600,80917600
42110200,42110200
68671000,68671000
92305200,92305200
47787400,47787400
37504500,37504500
30523700,30523700
33278400,33278400
26725600,26725600
22254900,22254900
27814300,27814300
23751900,23751900
21857800,21857800
24615200,24615200
55217900,55217900
52089700,52089700
28703600,28703600
34695900,34695900
34705500,34705500
25240600,25240600
27604500,27604500
30653600,NA
19676600,19676600
22864200,22864200
26449300,26449300
18104600,18104600
17646300,17646300
30674800,30674800
21289600,21289600
61994700,61994700
56721600,56721600
33321100,33321100
29093200,29093200
24060000,24060000
19128500,19128500
30904000,30904000
28361100,28361100
30660800,30660800
23359100,23359100
20527600,20527600
28134800,28134800
28487300,28487300
27499900,27499900
25088200,25088200
29322500,29322500
30633400,30633400
31166300,31166300
31637700,31637700
32128100,32128100
76786800,76786800
29227100,29227100
22169700,22169700
12109100,12109100
14037200,14037200
12203300,12203300
15214100,15214100
20393600,20393600
23605600,23605600
32785000,32785000
30847600,30847600
27725200,27725200
31765400,31765400
22850500,22850500
29400800,29400800
31478000,31478000
34250300,34250300
47181800,47181800
62812200,62812200
35929400,35929400
27442600,27442600
31809900,NA
27427100,27427100
30906800,30906800
58456200,58456200
34929100,34929100
29569400,29569400
38719700,38719700
38733800,38733800
36038300,36038300
25052800,25052800
20491400,20491400
29342400,29342400
28705500,28705500
