"Volume","VolumeMissing"
20200000,20200000
18364200,18364200
20056700,20056700
18037900,18037900
19374100,19374100
19992900,19992900
11017500,11017500
20955600,20955600
25565500,25565500
29607500,29607500
24686300,24686300
25928400,25928400
24427300,24427300
25406400,25406400
27332000,27332000
23005800,23005800
21225800,21225800
32373100,32373100
33058800,33058800
50278900,50278900
49683600,NA
107402400,107402400
47954700,47954700
33074600,33074600
29215600,29215600
39834100,39834100
27414200,27414200
64777100,64777100
29694000,29694000
28471400,28471400
37691000,37691000
45450100,45450100
73857200,73857200
51391500,51391500
32098500,32098500
31532100,31532100
20909600,20909600
21490900,21490900
23258300,23258300
18250300,18250300
34167600,34167600
28084900,28084900
23489000,23489000
39754000,39754000
61083500,61083500
28903200,28903200
30593600,30593600
20649300,20649300
19023800,19023800
21144200,21144200
23775300,23775300
22759900,22759900
25869600,25869600
29572800,29572800
21819000,21819000
22013300,22013300
27091200,27091200
21397300,21397300
29779200,29779200
31985400,31985400
21475300,21475300
26926500,26926500
18358600,18358600
24530200,24530200
20470800,20470800
21098900,21098900
17149700,17149700
23689500,23689500
21867100,21867100
21359800,21359800
21269800,21269800
20845000,20845000
28594500,28594500
30172700,30172700
27065700,27065700
43545500,43545500
46734500,46734500
36351100,36351100
38138700,38138700
33761800,33761800
27778500,27778500
38171600,38171600
33976700,33976700
33336800,33336800
24293600,24293600
31629800,31629800
23175000,23175000
20254500,20254500
28194200,28194200
27722400,27722400
39008400,39008400
23608400,23608400
17995900,17995900
23313900,23313900
22743300,22743300
62157200,62157200
35194500,35194500
34412200,34412200
27178900,27178900
27105200,27105200
32468100,32468100
43833700,43833700
45223800,45223800
47167800,47167800
31423800,31423800
26452400,26452400
39778300,39778300
47852500,47852500
81166700,81166700
43697600,43697600
33812900,NA
45191000,45191000
36387200,36387200
33775200,33775200
31621000,31621000
42161100,42161100
33182400,33182400
26470200,26470200
26582400,26582400
27158800,27158800
26213600,26213600
25741700,25741700
23622700,23622700
27958200,27958200
25606100,25606100
22807400,22807400
23758900,23758900
33589100,33589100
18821900,18821900
14302700,14302700
15548300,15548300
19182600,NA
30530100,30530100
31936600,31936600
52288400,52288400
83234200,83234200
59371900,59371900
47386700,47386700
38649400,38649400
43452400,43452400
42401800,42401800
44144000,44144000
34618800,34618800
38665900,38665900
29116500,29116500
27805000,27805000
30774100,30774100
25195800,25195800
21786900,21786900
24065100,24065100
29819000,29819000
25957800,25957800
29805200,29805200
60693400,60693400
24417100,24417100
28576200,28576200
25984000,25984000
32754700,32754700
29192300,29192300
42291000,42291000
34169600,34169600
41051700,41051700
29832800,29832800
27901500,27901500
34842500,34842500
34899800,34899800
36930100,36930100
27794600,27794600
24209900,24209900
18795000,18795000
35588600,35588600
75954800,75954800
37634800,37634800
29371300,29371300
37624000,37624000
24416100,24416100
31928800,31928800
39572600,39572600
42796600,42796600
22646900,22646900
22630100,22630100
21908400,21908400
21325200,21325200
24693900,24693900
21743100,21743100
18167000,18167000
20762100,20762100
16486100,16486100
23701700,23701700
24168700,24168700
22451700,22451700
19864700,19864700
23265400,23265400
23673200,23673200
29899700,29899700
22636400,22636400
18619800,18619800
45381600,45381600
41137700,41137700
20152900,20152900
21413500,21413500
17939400,17939400
6620900,6620900
21785800,NA
23560200,23560200
18688200,18688200
30131100,30131100
24901000,24901000
17731900,17731900
13380200,13380200
22548300,22548300
17400700,17400700
21251400,21251400
19357100,19357100
24365900,24365900
23257900,23257900
24963600,24963600
41336600,41336600
18006800,NA
18422000,18422000
12526500,12526500
5893800,5893800
9449400,9449400
14188600,14188600
11566800,11566800
14736700,14736700
27882200,27882200
16709500,16709500
25491300,25491300
37680500,37680500
29953800,29953800
27732400,27732400
28587700,28587700
34445700,34445700
48728200,48728200
76373900,76373900
28878100,28878100
39598200,39598200
30157400,30157400
25326500,25326500
26441000,26441000
24754900,24754900
26384100,26384100
22028100,22028100
38311400,38311400
19015100,19015100
24994300,24994300
44660100,44660100
29257800,29257800
27957500,27957500
28725900,28725900
22902600,22902600
27267800,27267800
28450200,28450200
19699000,19699000
30705200,30705200
27691700,27691700
20623300,20623300
42056700,42056700
23893100,23893100
26638200,26638200
21593600,21593600
17571400,17571400
19902200,19902200
22903100,22903100
25502600,NA
23779800,23779800
25625200,25625200
20356800,20356800
18858200,18858200
19104900,19104900
14707800,14707800
29584800,29584800
22811200,22811200
17438600,17438600
16927700,16927700
26298400,26298400
22865300,22865300
49934200,49934200
21760900,21760900
22200400,22200400
18765300,18765300
14211900,14211900
11433000,11433000
15313200,15313200
16598000,16598000
17880000,17880000
18049700,NA
21581600,21581600
20080000,20080000
15740600,15740600
23738200,23738200
17031900,17031900
19707700,19707700
16774200,16774200
19968100,19968100
21620900,21620900
28782800,28782800
21566600,21566600
33619300,33619300
57629800,57629800
28431400,28431400
29625600,29625600
19315700,19315700
20976400,20976400
20006200,20006200
25146400,25146400
36443700,36443700
21086600,21086600
27111100,27111100
23278800,23278800
23393300,23393300
19632200,19632200
16888300,16888300
17013800,17013800
15754200,15754200
20826700,20826700
19999600,19999600
21826100,21826100
25709900,25709900
22469900,22469900
21740900,21740900
22777300,22777300
20881900,20881900
23699200,23699200
18359600,18359600
12692300,12692300
13341300,13341300
23040200,23040200
17753500,17753500
14140100,14140100
15777500,15777500
15139600,15139600
19339100,19339100
12732100,12732100
11276800,11276800
35749100,35749100
23004800,23004800
18754300,18754300
23783300,23783300
18547900,18547900
27047900,27047900
21961600,21961600
15476500,15476500
18304800,18304800
22048800,22048800
38094300,38094300
34965100,34965100
23693900,23693900
22771100,22771100
34528900,34528900
17084600,17084600
20107200,20107200
21070200,21070200
26119400,26119400
23341900,23341900
23820700,23820700
28064100,28064100
29120900,29120900
25296400,25296400
23661900,23661900
19347200,19347200
20395400,20395400
42994200,42994200
63708600,63708600
33033700,33033700
20277700,20277700
29644400,29644400
23601800,23601800
21667400,21667400
18171200,18171200
18824400,18824400
20057300,20057300
18388800,18388800
16362600,16362600
20046200,20046200
19497300,19497300
12578900,12578900
19579000,19579000
16364100,16364100
15708300,15708300
18931100,18931100
16320900,16320900
18221600,18221600
16085200,16085200
16417600,16417600
14941400,14941400
18316000,18316000
16343500,16343500
12428000,12428000
14469900,14469900
15264300,15264300
15183200,15183200
20562700,20562700
18925800,18925800
16726700,16726700
22337800,22337800
18495600,18495600
20356500,20356500
29457900,29457900
22796600,22796600
23591300,23591300
14074500,14074500
23736000,23736000
74577900,74577900
30531700,30531700
24796900,24796900
21233700,21233700
17013400,17013400
18062500,18062500
25518800,25518800
22391600,22391600
19020800,19020800
17675000,17675000
24279300,24279300
14113600,14113600
14393100,14393100
22420800,22420800
15171400,15171400
16942500,16942500
14954300,14954300
27650500,27650500
14053900,14053900
16936000,16936000
19123900,19123900
15788100,15788100
42907800,42907800
75229000,75229000
25669500,25669500
20813200,20813200
21524700,21524700
17860300,17860300
19977600,19977600
14634700,14634700
22296400,22296400
19188600,19188600
25368200,25368200
21416400,21416400
19400000,19400000
21914700,21914700
19296600,19296600
14833100,14833100
25999400,25999400
28249900,28249900
22665000,22665000
22558900,22558900
20676100,20676100
18565500,18565500
15748500,15748500
16806900,16806900
14259500,14259500
22327400,22327400
15843100,NA
6372800,6372800
13549000,13549000
19581000,19581000
27016100,27016100
29618700,29618700
21492500,21492500
14462000,14462000
15297700,15297700
21710300,21710300
19966500,19966500
16326900,16326900
21985800,21985800
35773600,35773600
30819400,30819400
23721500,23721500
38212800,38212800
18744300,18744300
18551800,18551800
14323600,14323600
10793900,10793900
6287300,6287300
9033700,9033700
12868600,12868600
8447300,8447300
17468000,17468000
20196500,20196500
15915700,15915700
13986000,13986000
15114000,15114000
19461400,19461400
15918800,15918800
22398400,22398400
20391900,20391900
15072200,15072200
20195200,20195200
15382500,15382500
13654500,13654500
23950900,23950900
27752600,27752600
35140900,35140900
32276400,32276400
34144800,NA
44368600,44368600
23954700,23954700
27059100,27059100
28380600,28380600
31916900,31916900
21038100,21038100
21427000,21427000
18581900,18581900
20807400,20807400
47802700,47802700
44106500,44106500
28180600,28180600
25734800,25734800
18452200,18452200
21317500,21317500
18909900,18909900
20556000,20556000
29904400,29904400
22775000,22775000
18617600,18617600
14065200,14065200
24977000,24977000
34085900,34085900
23602100,23602100
17538100,17538100
24416700,24416700
23434900,23434900
20920100,20920100
23616800,23616800
25402300,25402300
53582900,53582900
28586900,28586900
27996100,27996100
19616100,19616100
30778900,30778900
17322300,17322300
22814500,22814500
19144500,19144500
20640400,20640400
22188000,22188000
16992200,NA
18398100,18398100
17202600,17202600
16433000,16433000
21438400,21438400
32013600,32013600
18918000,18918000
22455500,22455500
20198200,20198200
15689500,15689500
19973700,19973700
22711800,22711800
19289800,19289800
15764000,15764000
12560700,12560700
12321100,12321100
16594600,16594600
22968300,22968300
20390500,20390500
26305800,26305800
22066800,NA
27241000,27241000
39890000,39890000
56769300,56769300
24825600,24825600
35813000,35813000
22040300,22040300
16437100,16437100
18119200,18119200
17660200,17660200
17819100,17819100
25133800,25133800
21508900,21508900
19730800,19730800
22120100,22120100
22291800,22291800
26670200,26670200
17171900,17171900
18340100,18340100
14638100,14638100
16903700,16903700
20640600,20640600
13148500,13148500
11145500,11145500
13026900,13026900
17741900,17741900
17510900,17510900
19127400,19127400
11685700,11685700
18420900,18420900
17192000,17192000
17154200,17154200
33322100,33322100
28488300,28488300
20588200,20588200
19149000,19149000
20410000,20410000
30762800,30762800
21583800,21583800
21536500,21536500
27138500,27138500
24602900,NA
29260900,29260900
18854800,18854800
27078900,27078900
25940100,25940100
25215700,25215700
24432000,24432000
12676900,12676900
30010800,30010800
20733200,20733200
18304500,18304500
29918400,29918400
25737500,25737500
23768300,23768300
15046200,15046200
16316400,16316400
21044400,21044400
14362800,14362800
17036200,17036200
17506200,17506200
22245000,22245000
16146300,16146300
18096700,18096700
15499300,15499300
43062800,43062800
36291500,36291500
27057000,27057000
38710200,38710200
35004300,35004300
26611300,26611300
20520300,20520300
18169300,18169300
22819900,22819900
22796800,22796800
22693300,NA
19275100,19275100
18469400,18469400
21706600,21706600
22014000,22014000
19525000,19525000
16231400,16231400
26493300,26493300
26097800,26097800
19648100,19648100
14301900,14301900
14726800,14726800
20712900,20712900
15843700,15843700
18565000,18565000
16366800,16366800
12822000,NA
18772000,18772000
28076400,28076400
16297100,16297100
14125000,14125000
20037600,20037600
19489900,19489900
15509800,15509800
18093900,18093900
33596100,33596100
19393800,19393800
23850500,23850500
23957500,23957500
22954200,22954200
21631800,NA
23180800,23180800
29790400,29790400
25981400,25981400
21171400,21171400
23217300,23217300
37394500,37394500
34002200,34002200
28368800,28368800
17710300,17710300
18887500,18887500
18494100,18494100
29890000,29890000
30754700,30754700
18286900,18286900
16829400,16829400
12489100,12489100
15532800,15532800
21424600,21424600
19222700,19222700
18335700,18335700
28647000,28647000
19652400,19652400
24031700,24031700
38247400,38247400
90028300,90028300
48161500,48161500
47000900,47000900
47813700,47813700
44602300,44602300
39298100,39298100
34035000,34035000
24461400,24461400
21565800,21565800
25570400,25570400
24095400,24095400
18999000,18999000
22201200,22201200
17157200,17157200
26439400,26439400
63798000,63798000
22420000,22420000
21871000,21871000
19538300,19538300
6465800,6465800
18202100,18202100
20194100,20194100
27036900,27036900
34145300,34145300
26656300,26656300
28000800,28000800
30626900,30626900
27710800,27710800
32708400,32708400
23154700,23154700
20425900,20425900
16557400,16557400
21399500,21399500
19644900,19644900
47477000,47477000
50369300,50369300
41421100,41421100
40935000,40935000
42963500,42963500
33913500,33913500
15533300,15533300
13359700,NA
9504400,9504400
17394500,17394500
23370800,23370800
116479000,116479000
89209100,89209100
41824000,41824000
33733800,33733800
44282300,44282300
45735000,45735000
35371500,35371500
29973600,29973600
38367200,38367200
32368600,32368600
26826500,26826500
25780200,25780200
27706800,NA
22135100,22135100
32464200,32464200
36758700,36758700
86916100,86916100
46304000,46304000
32814600,32814600
41619900,41619900
28840400,28840400
28663000,28663000
47869000,47869000
58145400,58145400
37508400,37508400
43151300,43151300
49301100,49301100
28379500,28379500
19517600,19517600
19922000,19922000
23536800,23536800
21475200,21475200
25512000,25512000
27527500,27527500
16946400,NA
26040900,26040900
26992300,26992300
43624100,43624100
35541200,35541200
36326600,36326600
33310600,33310600
30826500,30826500
39132300,39132300
31801900,31801900
29481200,29481200
32727900,32727900
32044400,32044400
45573900,45573900
24993500,24993500
25631200,25631200
42559800,42559800
31115200,31115200
22215000,NA
23239500,23239500
30916000,30916000
37683900,37683900
39306200,39306200
38777000,38777000
37970900,37970900
45265800,45265800
67187800,67187800
39432400,39432400
30370000,30370000
25115400,25115400
28215200,28215200
31437000,31437000
25906400,25906400
17568400,17568400
29781400,29781400
20884900,20884900
18855500,18855500
21228700,21228700
22164700,22164700
25422400,25422400
26910100,26910100
21706700,21706700
42494700,42494700
25752800,25752800
39575000,39575000
69888100,69888100
36417400,36417400
27600800,27600800
25778300,25778300
28561000,28561000
25642500,25642500
20285700,20285700
21026800,21026800
19827500,19827500
18715900,18715900
15405000,15405000
21878200,21878200
21712600,21712600
16260500,16260500
16872600,16872600
23679900,23679900
25367400,25367400
19009600,19009600
20555400,20555400
19667100,19667100
18550000,18550000
24253500,24253500
24711500,24711500
30962100,30962100
31183200,31183200
22538100,22538100
21687000,21687000
22955400,22955400
27596100,27596100
30822900,30822900
25752400,25752400
23294900,23294900
22631400,22631400
23419800,23419800
39194700,39194700
40764400,40764400
31780900,31780900
21403000,21403000
44435600,44435600
34682100,34682100
45356500,45356500
37543000,37543000
33338800,33338800
29055700,29055700
28906500,28906500
23755500,23755500
16327900,16327900
26163500,26163500
19968000,19968000
21361600,21361600
17362900,17362900
18665600,18665600
20292700,20292700
13749300,13749300
15951500,15951500
15754500,15754500
14649000,14649000
15954600,15954600
17380500,17380500
15945500,15945500
17788700,NA
19854800,19854800
28282500,28282500
67816700,67816700
35696600,35696600
36581200,36581200
28060700,28060700
26452500,26452500
22008200,22008200
26669000,26669000
28322700,28322700
21990600,21990600
23795600,23795600
28712400,28712400
17070600,17070600
23061600,23061600
26739900,26739900
24358000,24358000
26382000,26382000
24334000,24334000
19254300,19254300
23182500,23182500
31343200,31343200
18214700,18214700
17170300,17170300
13472400,13472400
13479100,13479100
16418800,16418800
16484000,16484000
15682900,15682900
20857200,20857200
19318100,19318100
25958300,25958300
21522400,21522400
32455300,32455300
29778700,29778700
18657100,18657100
22998700,22998700
17603200,17603200
20528100,20528100
15918900,15918900
21999300,21999300
52650600,52650600
17847000,17847000
23389900,23389900
23957700,NA
15415500,15415500
46223500,46223500
23796200,23796200
42121100,42121100
39211900,39211900
30108300,30108300
28901400,28901400
19376800,19376800
23285700,23285700
43109500,43109500
43648800,43648800
32087400,NA
21633000,21633000
21472000,21472000
23124400,23124400
26638800,NA
28368500,28368500
34508800,34508800
38590300,38590300
33631800,33631800
48255300,48255300
67280400,67280400
35732200,35732200
43975200,43975200
33369100,33369100
28335300,28335300
30759800,30759800
23751200,23751200
23839600,23839600
29913200,29913200
26581700,26581700
21761400,21761400
24412800,24412800
29315900,29315900
25632700,25632700
29581000,29581000
31670600,31670600
26859000,26859000
29200800,29200800
19011400,19011400
8906900,8906900
20723000,20723000
27621000,27621000
28003200,28003200
23592500,23592500
43313700,43313700
30870400,30870400
35397700,35397700
31661700,31661700
34016400,34016400
23289000,23289000
23851000,23851000
31305000,31305000
19526000,19526000
26372100,26372100
26598700,26598700
29014300,29014300
39717600,39717600
37750900,37750900
52768300,52768300
19241600,19241600
28677600,28677600
29970700,29970700
24758700,24758700
20490400,20490400
18774600,18774600
32267300,32267300
35447300,35447300
22736800,22736800
22749200,22749200
22554500,22554500
27202600,27202600
21751300,21751300
19193900,19193900
22480800,22480800
19057700,19057700
17448700,17448700
29874600,29874600
25940700,25940700
18960700,18960700
50578300,50578300
86455700,86455700
35928700,35928700
20988300,20988300
26931700,26931700
43051300,43051300
37442900,NA
20905000,20905000
31641600,31641600
21647800,21647800
27825900,27825900
18851200,18851200
18004100,18004100
18050100,18050100
17712800,17712800
17545400,17545400
22520400,22520400
15611800,15611800
21607700,21607700
16162100,16162100
31934100,31934100
20711800,20711800
16082200,16082200
17590300,17590300
18388800,18388800
18359300,18359300
21706100,21706100
21057700,21057700
14740500,14740500
17803000,17803000
16793900,16793900
18963000,18963000
20782100,20782100
25522300,25522300
26647100,26647100
46512500,46512500
16274000,16274000
18274800,18274800
24325300,24325300
19127200,19127200
21438400,21438400
16971400,16971400
17724300,17724300
19656000,19656000
13607900,13607900
18736100,18736100
17830400,17830400
13704500,13704500
24552800,24552800
16520500,16520500
19268400,19268400
11758800,11758800
13339700,13339700
13084000,13084000
10845800,10845800
12910200,12910200
11676900,NA
30301900,30301900
38788400,38788400
20464200,20464200
12327500,12327500
17739900,17739900
17723700,NA
27949900,27949900
72364500,72364500
42142300,42142300
27130900,27130900
20467600,20467600
22655400,22655400
25656600,25656600
26245200,26245200
29713400,29713400
36812400,36812400
59642200,59642200
42522800,42522800
39091900,39091900
24706500,24706500
23407900,23407900
19954700,19954700
22500400,22500400
28675000,28675000
25543400,25543400
16932500,16932500
35783900,35783900
27168100,27168100
34779900,34779900
28450300,28450300
21618900,21618900
25532500,25532500
31155700,31155700
28094900,28094900
20802000,20802000
19076200,19076200
24370300,24370300
20806100,20806100
18415500,18415500
15900600,15900600
12267600,12267600
15381100,15381100
12643300,12643300
25732300,25732300
17436400,17436400
20126800,20126800
31096300,31096300
14479900,14479900
16665600,16665600
21886300,21886300
23062900,23062900
26646200,26646200
27423300,27423300
15381600,15381600
10739100,10739100
14339200,14339200
16564300,16564300
17853200,17853200
16032300,16032300
16615100,16615100
20148700,NA
14345100,14345100
17131400,17131400
11928600,11928600
15671600,15671600
29141100,29141100
21688000,21688000
18413500,18413500
20896400,20896400
27765400,27765400
36401500,36401500
21897500,21897500
16487700,16487700
24169800,24169800
34020800,34020800
27881600,27881600
38936600,38936600
26119600,26119600
29440400,29440400
30643700,30643700
24975500,24975500
18494300,18494300
28959500,28959500
25650200,25650200
21896000,21896000
22701800,22701800
21403600,21403600
23113300,NA
15915000,15915000
19783000,19783000
32814000,32814000
22080500,22080500
16925500,16925500
14888800,14888800
17803800,17803800
16922600,16922600
15003800,15003800
23450700,23450700
30014200,30014200
17067900,17067900
20749700,20749700
18532000,18532000
18968900,18968900
23308700,23308700
18010800,18010800
13354600,13354600
19641100,19641100
14906800,14906800
11428400,11428400
37067900,37067900
18916600,18916600
28197400,28197400
19486700,19486700
11351800,11351800
14845700,14845700
13652100,13652100
18413100,18413100
20078700,20078700
16320100,16320100
12644900,12644900
12081400,12081400
17409100,17409100
11834900,11834900
13907900,13907900
24072500,24072500
15016800,15016800
18878100,18878100
14769300,14769300
16533900,16533900
16974100,16974100
12189000,12189000
13114300,13114300
15887500,15887500
23413000,23413000
59767700,59767700
32307500,32307500
18155800,18155800
15248000,15248000
19249700,19249700
17953500,17953500
19068000,19068000
20865400,NA
17721000,17721000
16962800,16962800
11888900,11888900
11228900,11228900
11952500,11952500
15332700,15332700
12119000,12119000
16112100,16112100
16097500,16097500
17061900,17061900
18542300,18542300
16139000,NA
15690200,15690200
15011700,15011700
22338700,22338700
18184200,18184200
9481100,9481100
19154500,19154500
25737400,25737400
18881400,18881400
17673700,17673700
16476800,16476800
14298600,14298600
16157900,16157900
20051100,20051100
27883300,27883300
22795200,22795200
19131200,19131200
21653100,21653100
28261000,28261000
18865100,18865100
49953000,NA
23593000,23593000
6313200,6313200
11480300,11480300
14085800,14085800
12750500,12750500
14432900,14432900
18056000,18056000
15293900,15293900
17755200,17755200
21876100,21876100
23133500,23133500
18813300,18813300
15200600,15200600
16453300,16453300
17051200,17051200
18498800,18498800
21365500,21365500
21803400,21803400
28358500,28358500
29475100,29475100
42778700,42778700
84711000,84711000
30764000,30764000
30915400,30915400
18055800,18055800
18522400,18522400
25268400,25268400
16654600,16654600
20970800,20970800
23401400,23401400
17408000,17408000
18134600,18134600
22299300,22299300
17975600,17975600
15586600,15586600
11602700,11602700
13405500,13405500
12758400,12758400
13551200,13551200
26452600,26452600
20775900,20775900
26903100,26903100
34495700,NA
26190100,26190100
42226900,42226900
60728000,60728000
43140300,43140300
49740300,NA
29223100,29223100
29099200,29099200
36259200,36259200
56197000,56197000
36569000,36569000
38563500,38563500
50661700,50661700
48805100,48805100
53878900,53878900
52085200,52085200
49309900,49309900
44538000,44538000
52344000,52344000
46698500,46698500
50019800,50019800
41106100,41106100
41459800,41459800
31633500,31633500
31628600,31628600
48074700,48074700
29586600,29586600
27810000,27810000
23906100,23906100
32323400,32323400
41410000,41410000
26719500,26719500
40515400,40515400
23251900,23251900
25674000,25674000
22841600,22841600
24433500,24433500
27385600,27385600
26420300,26420300
25248000,25248000
23443700,23443700
35092000,35092000
50220500,50220500
25902200,25902200
28784700,28784700
30451500,30451500
26279900,26279900
21194800,21194800
18957200,18957200
17252100,17252100
17848700,17848700
14733500,14733500
20391100,20391100
18684400,18684400
16754900,16754900
21065000,21065000
21569400,21569400
21373300,21373300
20443700,20443700
21865000,21865000
30584000,30584000
20987700,20987700
14103000,14103000
20933600,NA
19886300,19886300
17253500,17253500
33395700,33395700
14317700,14317700
20702400,20702400
16737300,16737300
22010100,22010100
26813100,26813100
21546200,21546200
23594100,23594100
21367800,21367800
26998200,26998200
30419800,30419800
29651700,29651700
23226600,23226600
20454800,20454800
24899700,24899700
60336100,60336100
22846000,22846000
22809600,22809600
27764500,27764500
21906900,21906900
38477500,38477500
22150300,22150300
31542100,31542100
14748100,14748100
15578600,15578600
20536700,20536700
15996500,15996500
13277900,13277900
20683700,20683700
17742300,17742300
19082900,19082900
24190900,24190900
19986300,19986300
12425900,12425900
16322800,16322800
16868700,16868700
19830300,19830300
18959900,18959900
43518600,43518600
182269900,182269900
107526500,107526500
62362600,62362600
60500800,60500800
39735200,39735200
46569900,46569900
31767100,31767100
29045800,29045800
29471100,29471100
23795500,23795500
36765200,36765200
37442600,37442600
35348100,35348100
30687200,30687200
24774500,24774500
22321200,22321200
20018300,20018300
19251400,19251400
27775000,27775000
55081300,55081300
34621500,34621500
36295300,36295300
38384300,38384300
28616600,28616600
24420600,24420600
35384700,35384700
46114100,46114100
30522700,30522700
53000700,53000700
47394300,47394300
43318400,43318400
39752700,39752700
33437300,33437300
32649100,32649100
29333600,29333600
27212500,27212500
27598300,27598300
26531400,26531400
26959900,26959900
50123500,50123500
27377100,27377100
22290900,22290900
30078800,30078800
29343400,29343400
26633400,26633400
29652200,29652200
19558200,19558200
27711300,27711300
22127600,22127600
25811800,25811800
20883200,20883200
25642800,25642800
21978700,21978700
22369500,22369500
24343900,24343900
27303500,27303500
20005800,20005800
21885100,NA
18272900,18272900
23414400,23414400
43537200,43537200
27224900,27224900
21866000,21866000
41522700,41522700
97322500,97322500
54161300,54161300
50130500,50130500
45066000,45066000
36796800,36796800
46781300,46781300
33856700,33856700
34349500,34349500
34748200,34748200
31103200,31103200
36233700,36233700
48481700,48481700
39224500,39224500
31496900,31496900
42881300,42881300
30884700,30884700
36306300,36306300
31118000,31118000
32817900,32817900
29469100,29469100
24199300,24199300
35489600,35489600
33901200,33901200
28126900,NA
15921400,15921400
46332700,46332700
